NomeCat,CodProd,NomeProd,IDProduto,Usuario,Data,Obs e campos antes das alterações
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Bianca",21/10/2015 09:46:00,"Obs=Pedido 67900 cancelado
Estoque=12
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Bianca",29/10/2015 15:09:00,"Obs=Pedido 68031 cancelado
Estoque=22
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Bianca",12/11/2015 17:13:00,"Obs=Pedido 68294 cancelado
Estoque=13
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Bianca",17/11/2015 09:40:00,"Obs=Pedido 68412 cancelado
Estoque=13
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"toninho",14/12/2015 14:29:00,"Obs=Pedido 68903 cancelado
Estoque=10
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"toninho",06/01/2016 17:02:00,"Obs=Pedido 69031 cancelado
Estoque=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"toninho",14/01/2016 10:39:00,"Obs=Pedido 69272 cancelado
Estoque=19
DataProdAlteracao=12/01/2016 14:55:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"marco",27/01/2016 19:53:00,"Obs=
DescrLonga=
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Branco",05/02/2016 11:33:00,"Obs=
ImagemProd=Aminofor120.JPG
ImagemDet=Aminofor120.JPG
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Branco",11/02/2016 18:43:00,"Obs=
Descricao=Aminofor oferece uma alta concentração dos aminoácidos L-leucina, L-isoleucina e L- valina para melhorar o desempenho esportivo e recuperação muscular.
DescrLonga=Benefícios

Aminofor é ideal para quem deseja melhorar o rendimento esportivo, pois aumenta a resistência, além de reduzir a fadiga durante o treino e ainda favorecer o crescimento da musculatura, com acréscimo de ingredientes antioxidantes (colina, selênio orgânico), que favorecem ainda a recuperação muscular. As vitaminas C e B6, assim como os minerais zinco, magnésio, selênio e mais a colina potencializam a ação dos BCAA, maximizam o anabolismo, além de fornecerem energia para os treinos de longa duração. Além disso, eles possuem excelente efeito hepatoprotetor, pois induzem a produção de proteínas e peptídeos pela célula hepática (estimulam a síntese e reprodução de células hepáticas), aumentando a síntese de glutationa (o que explica seu poder antioxidante).

Recomendação de Uso

Recomendação
Dissolver 7 g (1 sachê ou dosador) em 1 copo (200 ml) de água ou suco de frutas de sua preferência ou tomar 4 tabletes. Tomar antes ou após atividade física ou conforme recomendação profissional.
DescrHTM=Aminofor120.HTML
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Matheus",09/03/2016 20:26:00,"Obs=
Descricao=
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"toninho",25/04/2016 12:08:00,"Obs=Pedido 71731 cancelado
Estoque=13
DataProdAlteracao=19/04/2016 15:02:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"toninho",20/05/2016 16:08:00,"Obs=Pedido 72593 cancelado
Estoque=7
DataProdAlteracao=20/05/2016 15:51:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"marco",12/08/2016 16:20:00,"Obs=
OrdemProd=50
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Branco",19/08/2016 11:56:00,"Obs=
MetaDescriptionProd=
TitleProd=
URLProd=
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Branco",19/08/2016 11:56:00,"Obs=
URLProd=aminofor--bcaa--sabor-limao--120-tabletes-mastigaveis--vitafor
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"toninho",06/09/2016 11:19:00,"Obs=Pedido 175980 cancelado
Estoque=11
DataProdAlteracao=06/09/2016 11:02:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"toninho",06/09/2016 14:46:00,"Obs=Pedido 175993 cancelado
Estoque=11
DataProdAlteracao=06/09/2016 14:31:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"marco",28/09/2016 13:27:00,"Obs=Pedido 176751 cancelado
Estoque=12
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"toninho",06/10/2016 14:36:00,"Obs=Pedido 176708 cancelado
Estoque=10
DataProdAlteracao=04/10/2016 17:21:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Leticia",12/01/2017 09:50:00,"Obs=
DataVencimento=18/09/2017
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Debora",16/01/2017 15:34:00,"Obs=Pedido 179972 cancelado
Estoque=6
DataProdAlteracao=13/01/2017 13:16:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Debora",17/01/2017 14:22:00,"Obs=Pedido 180100 cancelado
Estoque=8
DataProdAlteracao=17/01/2017 14:21:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Debora",01/02/2017 12:16:00,"Obs=Pedido 180621 cancelado
Estoque=3
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"marco",13/06/2017 16:18:00,"Obs=
Disponivel=True
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Branco",07/07/2017 13:18:00,"Obs=
Disponivel=False
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Branco",11/07/2017 11:22:00,"Obs=
DescrHTM=
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Branco",11/07/2017 11:30:00,"Obs=
MetaKeywordsProd=Aminofor,BCAA,120 Tabletes Mastigaveis,Vitafor
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Debora",20/07/2017 17:08:00,"Obs=Pedido 185562 cancelado
Estoque=5
DataProdAlteracao=19/07/2017 08:58:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"marco",17/08/2017 19:56:00,"Obs=
Preco=76
PrecoProm=72
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Isis",13/09/2017 17:13:00,"Obs=
CodProd=1002
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"marco",28/10/2017 10:42:00,"Obs=
NomeProd=Aminofor, BCAA, Sabor Limão, 120 Tabletes Mastigaveis, Vitafor
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"marco",28/10/2017 10:42:00,"Obs=
TitleProd=Aminofor, BCAA, Sabor Limão, 120 Tabletes Mastigaveis, Vitafor
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"marco",29/11/2017 18:05:00,"Obs=
PrecoProm=71,2
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"marco",18/12/2017 20:28:00,"Obs=
PrecoProm=62
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Isis",28/03/2018 09:29:00,"Obs=Pedido 192297 cancelado
Estoque=3
DataProdAlteracao=28/03/2018 09:29:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Isis",03/05/2018 10:26:00,"Obs=Pedido 193466 cancelado
Estoque=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Isis",15/05/2018 11:32:00,"Obs=Pedido 193886 cancelado
Estoque=5
DataProdAlteracao=14/05/2018 17:14:00
ChangeFlagProdAPI=1
"
"> BCAA","AF120LI","Aminofor BCAA Sabor Limão 120 Tabletes Mastigaveis Vitafor",4871246,"Isis",15/05/2018 11:48:00,"Obs=Pedido 193886 descancelado
Estoque=7
DataProdAlteracao=15/05/2018 11:32:00
ChangeFlagProdAPI=1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Bianca",06/10/2015 13:51:00,"Obs=Pedido 67593 cancelado
Estoque=23
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Bianca",10/11/2015 13:02:00,"Obs=Pedido 68351 cancelado
Estoque=35
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Bianca",17/11/2015 16:09:00,"Obs=Pedido 68427 cancelado
Estoque=31
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",25/11/2015 10:09:00,"Obs=
NomeProd=Aminofor, BCAA, 30 Sachês de 8000 mg
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Branco",04/12/2015 16:07:00,"Obs=
Descricao=Aminofor oferece uma alta concentração dos aminoácidos L-leucina, L-isoleucina e L- valina para melhorar o desempenho esportivo e recuperação muscular.
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Branco",04/12/2015 16:08:00,"Obs=
DescrHTM=Aminofor30.HTML
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"toninho",11/12/2015 16:38:00,"Obs=Pedido 69012 cancelado
Estoque=23
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",01/02/2016 10:52:00,"Obs=
DataPromFim=01/01/2016
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",01/02/2016 10:52:00,"Obs=
Preco=81,76
PrecoProm=74,25
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Branco",05/02/2016 11:32:00,"Obs=
ImagemProd=Aminofor30.JPG
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Branco",05/02/2016 11:32:00,"Obs=
ImagemDet=Aminofor30.JPG
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Matheus",13/02/2016 20:58:00,"Obs=
DescrLonga=Benefícios

Aminofor é ideal para quem deseja melhorar o rendimento esportivo, pois aumenta a resistência, além de reduzir a fadiga durante o treino e ainda favorecer o crescimento da musculatura, com acréscimo de ingredientes antioxidantes (colina, selênio orgânico), que favorecem ainda a recuperação muscular. As vitaminas C e B6, assim como os minerais zinco, magnésio, selênio e mais a colina potencializam a ação dos BCAA, maximizam o anabolismo, além de fornecerem energia para os treinos de longa duração. Além disso, eles possuem excelente efeito hepatoprotetor, pois induzem a produção de proteínas e peptídeos pela célula hepática (estimulam a síntese e reprodução de células hepáticas), aumentando a síntese de glutationa (o que explica seu poder antioxidante).

Recomendação de Uso

Recomendação
Dissolver 7 g (1 sachê ou dosador) em 1 copo (200 ml) de água ou suco de frutas de sua preferência ou tomar 4 tabletes. Tomar antes ou após atividade física ou conforme recomendação profissional.
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",04/03/2016 18:51:00,"Obs=
NomeProd=Aminofor, BCAA, 30 Sachês de 7g, Vitafor
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Matheus",09/03/2016 20:32:00,"Obs=
Descricao=O Aminofor possui uma rápida absorção, praticidade no consumo além de ter o refrescante sabor limão. O produto compõe a formulação ideal dos aminoácidos de cadeia ramificada (BCAA) oferecendo uma alta
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Bianca",24/05/2016 16:14:00,"Obs=Pedido 72671 cancelado
Estoque=6
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"toninho",04/07/2016 17:17:00,"Obs=Pedido 73631 cancelado
Estoque=4
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"toninho",03/08/2016 15:47:00,"Obs=Pedido 74840 cancelado
Estoque=7
DataProdAlteracao=03/08/2016 15:33:00
ChangeFlagProdAPI=1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",12/08/2016 16:20:00,"Obs=
OrdemProd=50
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",15/08/2016 13:39:00,"Obs=
PrecoProm=80,1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"toninho",15/08/2016 15:01:00,"Obs=Pedido 75208 cancelado
Estoque=8
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",22/08/2016 16:02:00,"Obs=
PrecoProm=78
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"toninho",22/08/2016 18:33:00,"Obs=Pedido 75326 cancelado
Estoque=2
DataProdAlteracao=22/08/2016 16:02:00
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Branco",29/08/2016 14:37:00,"Obs=
MetaDescriptionProd=
TitleProd=
URLProd=
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"toninho",06/10/2016 14:36:00,"Obs=Pedido 176708 cancelado
Estoque=5
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"toninho",07/10/2016 10:55:00,"Obs=Pedido 176704 cancelado
Estoque=6
DataProdAlteracao=06/10/2016 14:37:00
ChangeFlagProdAPI=1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Leticia",10/11/2016 12:34:00,"Obs=
CodBarrasProd=7898943094389
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Leticia",10/11/2016 12:36:00,"Obs=
CodBarrasProd=789894304489
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Branco",10/11/2016 12:36:00,"Obs=
CodBarrasProd=0789894304489
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"toninho",22/11/2016 14:21:00,"Obs=Pedido 178426 cancelado
Estoque=2
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Leticia",12/01/2017 09:49:00,"Obs=
DataVencimento=18/09/2017
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Debora",23/01/2017 09:26:00,"Obs=Pedido 180416 cancelado
Estoque=0
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",27/02/2017 22:13:00,"Obs=Pedido 181543 cancelado
Estoque=2
DataProdAlteracao=24/02/2017 10:07:00
ChangeFlagProdAPI=1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Debora",12/05/2017 13:51:00,"Obs=Pedido 183761 cancelado
Estoque=7
DataProdAlteracao=11/05/2017 18:37:00
ChangeFlagProdAPI=1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Branco",11/07/2017 11:23:00,"Obs=
DescrHTM=
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Branco",11/07/2017 11:36:00,"Obs=
MetaKeywordsProd=Aminofor,BCAA,30 Sachês de 8000 mg,Vitafor
ImagemAmp=Aminofor30Verso.JPG
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",17/10/2017 18:45:00,"Obs=
CodProd=1001
NomeProd=Aminofor, BCAA, Sabor Limão, 30 Sachês de 7g, Vitafor
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",28/10/2017 10:45:00,"Obs=
TitleProd=Aminofor, BCAA, Sabor Limão, 30 Sachês de 7g, Vitafor
URLProd=aminofor--bcaa--sabor-limao--30-saches-de-7g--vitafor
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Debora",16/11/2017 09:49:00,"Obs=Pedido 188516 cancelado
Estoque=4
DataProdAlteracao=16/11/2017 09:44:00
ChangeFlagProdAPI=1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Debora",16/11/2017 09:51:00,"Obs=Pedido 188517 cancelado
Estoque=6
DataProdAlteracao=16/11/2017 09:51:00
ChangeFlagProdAPI=1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",29/11/2017 18:01:00,"Obs=
PrecoProm=71,2
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"marco",18/12/2017 20:30:00,"Obs=
PrecoProm=67,4
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Isis",26/12/2017 12:12:00,"Obs=Pedido 189648 cancelado
Estoque=10
DataProdAlteracao=26/12/2017 12:11:00
ChangeFlagProdAPI=1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Ale",27/12/2017 10:37:00,"Obs=Pedido 189648 descancelado
Estoque=9
DataProdAlteracao=27/12/2017 10:24:00
ChangeFlagProdAPI=1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Isis",13/04/2018 10:46:00,"Obs=Pedido 192813 cancelado
Estoque=5
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Isis",15/05/2018 11:32:00,"Obs=Pedido 193886 cancelado
Estoque=8
DataProdAlteracao=10/05/2018 17:49:00
ChangeFlagProdAPI=1
"
"> BCAA","AF30LI7","Aminofor BCAA Sabor Limão 30 Sachês de 7g Vitafor",4871247,"Isis",15/05/2018 11:48:00,"Obs=Pedido 193886 descancelado
Estoque=9
DataProdAlteracao=15/05/2018 11:32:00
ChangeFlagProdAPI=1
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"toninho",24/09/2015 15:12:00,"Obs=
Estoque=81
DataVencimento=
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"toninho",06/01/2016 11:43:00,"Obs=Pedido 69341 cancelado
Estoque=20
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Branco",05/02/2016 11:47:00,"Obs=
ImagemProd=Aminofor60.JPG
ImagemDet=Aminofor60.JPG
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Matheus",09/03/2016 20:36:00,"Obs=
DescrLonga=Benefícios

Aminofor é ideal para quem deseja melhorar o rendimento esportivo, pois aumenta a resistência, além de reduzir a fadiga durante o treino e ainda favorecer o crescimento da musculatura, com acréscimo de ingredientes antioxidantes (colina, selênio orgânico), que favorecem ainda a recuperação muscular. As vitaminas C e B6, assim como os minerais zinco, magnésio, selênio e mais a colina potencializam a ação dos BCAA, maximizam o anabolismo, além de fornecerem energia para os treinos de longa duração. Além disso, eles possuem excelente efeito hepatoprotetor, pois induzem a produção de proteínas e peptídeos pela célula hepática (estimulam a síntese e reprodução de células hepáticas), aumentando a síntese de glutationa (o que explica seu poder antioxidante).

Recomendação de Uso

Recomendação
Dissolver 7 g (1 sachê ou dosador) em 1 copo (200 ml) de água ou suco de frutas de sua preferência ou tomar 4 tabletes. Tomar antes ou após atividade física ou conforme recomendação profissional.
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"marco",12/08/2016 16:21:00,"Obs=
OrdemProd=50
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Branco",29/08/2016 14:38:00,"Obs=
MetaDescriptionProd=
TitleProd=
URLProd=
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Branco",10/11/2016 12:32:00,"Obs=
CodBarrasProd=7898743044723
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Leticia",12/01/2017 09:50:00,"Obs=
DataVencimento=18/09/2017
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Debora",13/02/2017 18:01:00,"Obs=Pedido 181166 cancelado
Estoque=7
DataProdAlteracao=13/02/2017 17:37:00
ChangeFlagProdAPI=1
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Debora",15/02/2017 09:53:00,"Obs=Pedido 181212 cancelado
Estoque=7
DataProdAlteracao=15/02/2017 09:33:00
ChangeFlagProdAPI=1
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Debora",05/04/2017 14:40:00,"Obs=Pedido 182660 cancelado
Estoque=6
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Debora",07/07/2017 11:44:00,"Obs=Pedido 185126 cancelado
Estoque=4
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Branco",11/07/2017 11:23:00,"Obs=
DescrHTM=
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Branco",11/07/2017 11:31:00,"Obs=
MetaKeywordsProd=Aminofor,BCAA,60 Tabletes Mastigaveis,Vitafor
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Debora",11/07/2017 11:50:00,"Obs=Pedido 185251 cancelado
Estoque=2
DataProdAlteracao=11/07/2017 11:31:00
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"marco",17/08/2017 20:49:00,"Obs=
Preco=41,8
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"marco",17/08/2017 20:50:00,"Obs=
Preco=45,6
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Isis",13/09/2017 17:15:00,"Obs=
CodProd=1003
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"marco",28/10/2017 10:44:00,"Obs=
NomeProd=Aminofor, BCAA, Sabor Limão, 60 Tabletes Mastigaveis, Vitafor
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"marco",29/11/2017 18:03:00,"Obs=
PrecoProm=38,4
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"marco",12/12/2017 18:54:00,"Obs=
PrecoProm=35
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"marco",12/12/2017 18:54:00,"Obs=
PrecoProm=30,5
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Isis",15/05/2018 11:32:00,"Obs=Pedido 193886 cancelado
Estoque=2
DataProdAlteracao=09/05/2018 15:24:00
ChangeFlagProdAPI=1
"
"> BCAA","AF60LI","Aminofor BCAA Sabor Limão 60 Tabletes Mastigaveis Vitafor",4871248,"Isis",15/05/2018 11:48:00,"Obs=Pedido 193886 descancelado
Estoque=6
DataProdAlteracao=15/05/2018 11:32:00
ChangeFlagProdAPI=1
"
"- Antioxidantes","700001","biO2 Nutraceutic Antiox 100g Mix de Frutas em Pó",4871249,"toninho",10/06/2015 16:28:00,"Obs=Pedido 65246 cancelado
Estoque=98
"
"- Antioxidantes","700001","biO2 Nutraceutic Antiox 100g Mix de Frutas em Pó",4871249,"toninho",10/06/2015 16:29:00,"Obs=Pedido 65232 cancelado
Estoque=99
DataProdAlteracao=10/06/2015 16:28:00
"
"- Antioxidantes","700001","biO2 Nutraceutic Antiox 100g Mix de Frutas em Pó",4871249,"toninho",12/08/2015 12:05:00,"Obs=
Estoque=0
DataVencimento=
DiasAvisoVencimento=60
"
"- Antioxidantes","700001","biO2 Nutraceutic Antiox 100g Mix de Frutas em Pó",4871249,"Bianca",13/08/2015 09:58:00,"Obs=Pedido 66544 cancelado
Estoque=3
"
"- Antioxidantes","700001","biO2 Nutraceutic Antiox 100g Mix de Frutas em Pó",4871249,"marco",29/05/2016 19:25:00,"Obs=
CodProd=7001
"
"- Antioxidantes","700001","biO2 Nutraceutic Antiox 100g Mix de Frutas em Pó",4871249,"marco",10/08/2016 20:04:00,"Obs=
NomeProd=BiO2 Antiox, Mix de Frutas em Pó, 100g
"
"- Antioxidantes","700001","biO2 Nutraceutic Antiox 100g Mix de Frutas em Pó",4871249,"marco",10/08/2016 20:04:00,"Obs=
ProdMPN=BiO2
"
