Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
A,Novidades,6062586,76534,Juiced Up Matcha Limão 200g Nutrify,0.35,"JUICED UP NUTRIFY é uma bebida naturalmente energética, de baixo valor calórico, que ajuda você a realizar suas atividades diárias com mais vitalidade e foco.","FICHA TÉCNICA
APRESENTAÇÃO
Embalagem disponível: pote contendo pó para o preparo de bebida. Sabor matcha e limão. Peso Líquido: 200g. Produto classificado como: PÓ PARA O PREPARO DE BEBIDA SABOR MATCHA E LIMÃO.

 
SUGESTÃO DE CONSUMO
Diluir 1 scoop (5 g) de JUICED UP em 200 ml de água, de preferência gelada, ou conforme orientação de médico ou nutricionista.

CONSERVAÇÃO
Conservar este produto ao abrigo de luz, calor e umidade.",http://loca.integralmedica.com.br/WebTrade/Produtos/FichaTecnica/JUICED_UP_NUTRIFY.pdf,True,15,5,True,0,49.45,89.9,71.92,89.9,44.95,15/12/2018,03/01/2019,False,True,juiced-up-matcha-limao-energetico-nutrify.png,juiced-up-matcha-limao-energetico-nutrify.png,juiced-up-matcha-limao-energetico-nutrify.png,,,,Nutrify,2106.90.30,7896311765348,,200,,2,,31/12/2019,60,30,48577,JuiceUpNutri.HTML,"juiced up,matcha,nutrify",3,3,7896311765348,True,False,11,11,11,,Nutrify,Juiced Up Matcha Limão 200g Nutrify,nt-juiced-up-matcha-limao-200g,,"JUICED UP NUTRIFY é uma bebida naturalmente energética, de baixo valor calórico, que ajuda você a realizar suas atividades diárias com mais vitalidade e foco.",92851
A,Novidades,6249995,LW375CB,Life Whey Protein Isolado e Hidrolisado Cranberry 15 Sachês de 25g Vitafor,0.5,,,,True,3,5,True,0,75.6,168,134.4,168,75.6,15/12/2018,03/01/2019,False,True,LifeWheyCranberresache.png,LifeWheyCranberresache.png,LifeWheyCranberresache.png,,,,Vitafor,2106.90.30,7898665430132,,200,,2,,,60,30,48577,,Life Whey Protein Isolado e Hidrolisado Cranberry 15 saches de 25g Vitafor,3,3,7898665430132,True,False,11,22,11,,Vitafor,Life Whey Protein Isolado e Hidrolisado Cranberry 15 Sachês de 25g Vitafor,life-whey-cranberry-15-saches-vitafor,,,625
A,Novidades,6247271,76671,Nutri Yeast Flakes 100g - Levedura Nutricional Em Flocos Nutrify,0.1,"NUTRI YEAST FLAKES® é uma levedura inativa originada de fungos (Saccharomyces cerevisiae), que, ao contrário das leveduras de cerveja ou fermentos, não promove qualquer tipo de alteração nas características físicas, mas agregam valor nutritivo e sabor às receitas.","NUTRI YEAST FLAKES® é um alimento que fornece naturalmente proteínas e vitaminas do complexo B, fundamentais para a saúde geral do organismo, além de fibras insolúveis, que auxiliam na digestão, e b-glucanos, com ação de fortalecimento imunológico. NUTRI YEAST FLAKES® não tem ingredientes de origem animal, glúten ou lactose. Com textura crocante, é uma forma prática e inovadora de incluir mais saúde e aroma em todas as suas refeições. Os flocos de levedura nutricional têm sabor similar ao de nozes torradas, que algumas pessoas comparam ao queijo parmesão ralado.",,True,45,5,True,0,19.95,39.9,31.92,39.9,19.95,15/12/2018,03/01/2019,False,True,nutri-yeast-flakes-leveduras-nutrify.png,nutri-yeast-flakes-leveduras-nutrify.png,nutri-yeast-flakes-leveduras-nutrify.png,,,,Nutrify,2106.90.30,7896311766710,,200,,2,,,60,30,48577,,Nutri Yeast Flakes 100g - Levedura Nutricional em Flocos Nutrify,3,3,7896311766710,True,False,11,10,11,,Nutrify,Nutri Yeast Flakes 100g - Levedura Nutricional Em Flocos Nutrify,nutri-yeast-flakes-100g---levedura-nutricional-em-flocos-nutrify,,"NUTRI YEAST FLAKES® é uma levedura inativa originada de fungos (Saccharomyces cerevisiae), que, ao contrário das leveduras de cerveja ou fermentos, não promove qualquer tipo de alteração nas características físicas, mas agregam valor nutritivo e sabor às receitas.",92851
A,Novidades,5992174,76380,Palatinose 300g Nutrify,0.35,"PALATINOSE™ Nutrify oferece a você o nutriente em sua essência, sem glúten, corantes ou aromatizantes artificiais","Oriunda da sacarose, presente na beterraba e outras fontes naturais, a PALATINOSE™ (Isomaltulose) age liberando glicose no organismo de modo gradual, sem provocar picos de insulina. O fornecimento paulatino e duradouro de energia às células torna esse carboidrato um nutriente ideal para praticantes de exercícios de longa duração e todos que buscam fontes energéticas de baixo índice glicêmico. PALATINOSE™ Nutrify oferece a você o nutriente em sua essência, sem glúten, corantes ou aromatizantes artificiais",,True,10,5,True,0,37.64,64.7,51.76,64.9,32.45,15/12/2018,03/01/2019,True,True,palatinose_nutrify_1.png,palatinose_nutrify_1.png,palatinose_nutrify_1.png,,,,Nutrify,2106.90.30,7896311763801,,200,,2,,,60,30,48577,,"nutrify,nutrifi,palatinose nutrify,palatinose,palatinose nutrifi",3,3,7896311763801,True,False,21,9,32,,Nutrify,Palatinose 300g Nutrify,palatinose-300g,,"PALATINOSE™ Nutrify oferece a você o nutriente em sua essência, sem glúten, corantes ou aromatizantes artificiais","92857,92858,92859,92860,92861,92862,92863,92851"
A,Novidades,5992160,76493,Tryptophan 60 Capsulas Nutrify,0.07,"TRYPTOPHAN NUTRIFY oferece a você o ingrediente em sua forma pura, livre de corantes e adoçantes artificiais.","A suplementação de triptofano ajuda a prevenir distúrbios relacionados ao stress contribuindo para uma melhor qualidade de sono, humor e memória. Isso porque, em nosso corpo, esse aminoácido essencial age como precursor do neurotransmissor serotonina e do hormônio melatonina, responsáveis pela regulação do sono. TRYPTOPHAN NUTRIFY oferece a você o ingrediente em sua forma pura, livre de corantes e adoçantes artificiais.",,True,15,5,True,0,52.14,84.55,67.64,89.9,44.95,15/12/2018,03/01/2019,True,True,tryptophan_nutrify_1.png,tryptophan_nutrify_1.png,tryptophan_nutrify_1.png,,,,Nutrify,2106.90.30,7896311764938,,200,,2,,,60,30,48577,tryptophan.HTML,"nutrify,nutrifi,tryptophan nutrify,tryptophan,tryptophan nutrifi",3,3,7896311764938,True,False,14,10,21,,Nutrify,Tryptophan 60 Capsulas Nutrify,tryptophan,,"TRYPTOPHAN NUTRIFY oferece a você o ingrediente em sua forma pura, livre de corantes e adoçantes artificiais.","92857,92858,92859,92860,92861,92862,92863,92851"
A,- Proteinas,6247269,76572UN,Veganpro Bar Amendoim Crocante Nibs 1 Un Nutrify,0.04,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol. Além de promover um aumento da ingestão desses importantes nutrientes na dieta de modo prático, contribui também para favorecer a saciedade. Display com 10 unidades.",,True,8,5,True,0,5,10,8,11.1,5,15/12/2018,03/01/2019,False,True,SaborAmendoimCrocante.png,SaborAmendoimCrocante.png,SaborAmendoimCrocante.png,,,,Nutrify,2106.90.30,7896311765720,,200,,2,,,60,30,48577,,Veganpro Bar Sabor Amendoim Crocante Nibs 1 Un Nutrify,3,3,7896311766499,True,False,3,1,13,,Nutrify,Veganpro Bar Amendoim Crocante Nibs 1 Un Nutrify,veganpro-bar-sabor-amendoim-crocante-nibs-1-un-nutrify,,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","92864,92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,6247272,76572,Veganpro Bar Amendoim Crocante Nibs 10 Un Nutrify,0.4,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol. Além de promover um aumento da ingestão desses importantes nutrientes na dieta de modo prático, contribui também para favorecer a saciedade. Display com 10 unidades.",,True,7,5,True,0,49.95,80,64,99.9,49.95,15/12/2018,03/01/2019,True,True,veganpro_bar_1.png,veganpro_bar_1.png,veganpro_bar_1.png,,,,Nutrify,2106.90.30,7896311765720,,200,,2,,,60,30,48577,,Veganpro Bar Sabor Amendoim Crocante Nibs 10Un Nutrify,3,3,7896311765720,True,False,14,3,20,,Nutrify,Veganpro Bar Amendoim Crocante Nibs 10 Un Nutrify,veganpro-bar-sabor-amendoim-crocante-nibs-10un-nutrify,,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","92864,92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,6247270,76640,Veganpro Bar Coffe Cold Brew Nibs 10 Un Nutrify,0.4,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol. Além de promover um aumento da ingestão desses importantes nutrientes na dieta de modo prático, contribui também para favorecer a saciedade. Display com 10 unidades.",,True,4,5,True,0,49.95,99.9,79.92,99.9,49.95,15/12/2018,03/01/2019,True,True,veganpro_bar_1.png,veganpro_bar_1.png,veganpro_bar_1.png,,,,Nutrify,2106.90.30,7896311766406,,200,,2,,,60,30,48577,,Veganpro Bar Sabor Coffe - Cold Brew - Nibs 10Un Nutrify,3,3,7896311766406,True,False,14,3,20,,Nutrify,Veganpro Bar Coffe Cold Brew Nibs 10 Un Nutrify,veganpro-bar-sabor-coffe---cold-brew---nibs-10un-nutrify,,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","92864,92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,6247268,76640UN,Veganpro Bar Coffe Cold Brew Nibs 1Un Nutrify,0.04,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol. Além de promover um aumento da ingestão desses importantes nutrientes na dieta de modo prático, contribui também para favorecer a saciedade. Display com 10 unidades.",,True,16,5,True,0,5,10,8,11.1,9.5,15/12/2018,03/01/2019,False,True,Coldbrew.png,Coldbrew.png,Coldbrew.png,,,,Nutrify,2106.90.30,7896311766406,,200,,2,,,60,30,48577,,Veganpro Bar Sabor Coffe - Cold Brew - Nibs 1Un Nutrify,3,3,7896311766482,True,False,2,1,13,,Nutrify,Veganpro Bar Coffe Cold Brew Nibs 1Un Nutrify,veganpro-bar-sabor-coffe---cold-brew---nibs-1un-nutrify,,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","92864,92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,5992166,76394,Veganpro Bar Sabor Baunilha Nibs 10 Un Nutrify,0.4,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol. Além de promover um aumento da ingestão desses importantes nutrientes na dieta de modo prático, contribui também para favorecer a saciedade. Display com 10 unidades.",,True,1,5,True,0,57.94,99.9,79.92,99.9,49.95,15/12/2018,03/01/2019,True,True,veganpro_bar_1.png,veganpro_bar_1.png,veganpro_bar_1.png,,,,Nutrify,2106.90.30,7896311763948,,200,,2,,,60,30,48577,,"nutrify,nutrifi,vegan pro nutrify,vegan pro,vegan pro nutrifi,vegan nutrify,vegan nutrifi",3,3,7896311763948,True,False,21,7,29,,Nutrify,Veganpro Bar Sabor Baunilha Nibs 10 Un Nutrify,veganpro-bar-sabor-baunilha-nibs-10un-nutrify,,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","92864,92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,5992159,76394UN,Veganpro Bar Sabor Baunilha Nibs Un Nutrify,0.04,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol. Além de promover um aumento da ingestão desses importantes nutrientes na dieta de modo prático, contribui também para favorecer a saciedade. Display com 10 unidades.",,True,8,5,True,0,5.79,10.7,8.56,11.1,5,15/12/2018,03/01/2019,True,True,VeganProBarBaunilha.png,VeganProBarBaunilha.png,VeganProBarBaunilha.png,,,,Nutrify,2106.90.30,7896311763948,,200,,2,,,60,30,48577,,"nutrify,nutrifi,vegan pro nutrify,vegan pro,vegan pro nutrifi,vegan nutrify,vegan nutrifi",3,3,7896311763948,True,False,2,3,11,,Nutrify,Veganpro Bar Sabor Baunilha Nibs Un Nutrify,veganpro-bar-sabor-baunilha-nibs-un-nutrify,,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","92864,92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,5992165,76395,Veganpro Bar Sabor Cacau Nibs 10 Un Nutrify,0.4,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol. Além de promover um aumento da ingestão desses importantes nutrientes na dieta de modo prático, contribui também para favorecer a saciedade. Display com 10 unidades.",,True,0,5,True,0,57.94,99.9,79.92,99.9,49.95,15/12/2018,03/01/2019,True,True,veganpro_bar_1.png,veganpro_bar_1.png,veganpro_bar_1.png,,,,Nutrify,2106.90.30,7896311763955,,200,,2,,,60,30,48577,,"nutrify,nutrifi,vegan pro nutrify,vegan pro,vegan pro nutrifi,vegan nutrify,vegan nutrifi",3,3,7896311763955,True,False,21,7,29,,Nutrify,Veganpro Bar Sabor Cacau Nibs 10 Un Nutrify,veganpro-bar-cacau-10un,,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","92864,92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,5992158,76395UN,Veganpro Bar Sabor Cacau Nibs Un Nutrify,0.04,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol. Além de promover um aumento da ingestão desses importantes nutrientes na dieta de modo prático, contribui também para favorecer a saciedade. Display com 10 unidades.",,True,0,5,True,0,5.79,10.7,8.56,11.1,5,15/12/2018,03/01/2019,True,True,VeganProBarCacau.png,VeganProBarCacau.png,VeganProBarCacau.png,,,,Nutrify,2106.90.30,7896311763955,,200,,2,,,60,30,48577,,"nutrify,nutrifi,vegan pro nutrify,vegan pro,vegan pro nutrifi,vegan nutrify,vegan nutrifi",3,3,7896311763955,True,False,2,3,11,,Nutrify,Veganpro Bar Sabor Cacau Nibs Un Nutrify,veganpro-bar-cacau,,"Barra de proteínas vegetais orgânicas, fibras e compostos bioativos dos alimentos, adoçada com estévia e xilitol.","92864,92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,6075740,76526UN,VeganPro Baunilha 1 sachês com 30g Nutrify,0.04,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","Sua proteina vegana à base de proteínas de arroz e ervilha, com adição de chia em pó, VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção. Adicionado de fibras que auxiliam na saúde intestinal, este superalimento é isento de lactose, glúten e tem baixo teor de sódio. VEGANPRO NUTRIFY é também rico em vitamina B12, nutriente importante em dietas vegetarianas e veganas, e não tem adoçantes ou conservantes artificiais em sua fórmula.

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-1.png"" width'""1000"" height'""1414"" /></div>

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-2.png"" width'""1000"" height'""1414"" /></div>",,True,10,5,True,0,6.95,14,11.2,189.9,94.95,15/12/2018,03/01/2019,False,True,Baunilhasache.png,Baunilhasache.png,Baunilhasache.png,,,,Nutrify,2106.90.30,,,200,,2,,,60,30,48577,,VeganPro Baunilha 1 sachês com 30g Nutrify,3,3,7896311765263,True,False,10,15,1,,Nutrify,VeganPro Baunilha 1 sachês com 30g Nutrify,veganpro-baunilha-1-saches-com-30g-nutrify,,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,6062588,76526,VeganPro Baunilha 15 sachês com 30g Nutrify,0.5,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","Sua proteina vegana à base de proteínas de arroz e ervilha, com adição de chia em pó, VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção. Adicionado de fibras que auxiliam na saúde intestinal, este superalimento é isento de lactose, glúten e tem baixo teor de sódio. VEGANPRO NUTRIFY é também rico em vitamina B12, nutriente importante em dietas vegetarianas e veganas, e não tem adoçantes ou conservantes artificiais em sua fórmula.

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-1.png"" width'""1000"" height'""1414"" /></div>

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-2.png"" width'""1000"" height'""1414"" /></div>",,True,3,5,True,0,104.45,178.9,143.12,189.9,94.95,15/12/2018,03/01/2019,False,True,veganprosache15.JPG,veganprosache15.JPG,veganprosache15.JPG,,,,Nutrify,2106.90.30,7896311765263,,200,,2,,,60,30,48577,,NT VEGANPRO BAUNILHA CARTUCHO,3,3,7896311765263,True,False,15,11,17,,Nutrify,VeganPro Baunilha 15 sachês com 30g Nutrify,nt-veganpro-baunilha-cartucho,,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,6075739,76527UN,VeganPro Cacau 1 sachês com 30g Nutrify,0.04,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","Sua proteina vegana à base de proteínas de arroz e ervilha, com adição de chia em pó, VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção. Adicionado de fibras que auxiliam na saúde intestinal, este superalimento é isento de lactose, glúten e tem baixo teor de sódio. VEGANPRO NUTRIFY é também rico em vitamina B12, nutriente importante em dietas vegetarianas e veganas, e não tem adoçantes ou conservantes artificiais em sua fórmula.

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-1.png"" width'""1000"" height'""1414"" /></div>

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-2.png"" width'""1000"" height'""1414"" /></div>",,True,12,5,True,0,6.95,14,11.2,189.9,94.95,15/12/2018,03/01/2019,False,True,VeganProCacau.png,VeganProCacau.png,VeganProCacau.png,,,,Nutrify,2106.90.30,,,200,,2,,,60,30,48577,,VeganPro Cacau 1 sachês com 30g Nutrify,3,3,7896311765270,True,False,10,15,1,,Nutrify,VeganPro Cacau 1 sachês com 30g Nutrify,veganpro-cacau-1-saches-com-30g-nutrify,,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,6062587,76527,VeganPro Cacau 15 sachês com 30g Nutrify,0.5,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","Sua proteina vegana à base de proteínas de arroz e ervilha, com adição de chia em pó, VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção. Adicionado de fibras que auxiliam na saúde intestinal, este superalimento é isento de lactose, glúten e tem baixo teor de sódio. VEGANPRO NUTRIFY é também rico em vitamina B12, nutriente importante em dietas vegetarianas e veganas, e não tem adoçantes ou conservantes artificiais em sua fórmula.

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-1.png"" width'""1000"" height'""1414"" /></div>

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-2.png"" width'""1000"" height'""1414"" /></div>",,True,3,5,True,0,104.45,179.9,143.92,189.9,94.95,15/12/2018,03/01/2019,True,True,veganprosache15.JPG,veganprosache15.JPG,veganprosache15.JPG,,,,Nutrify,2106.90.30,7896311765270,,200,,2,,,60,30,48577,,NT VEGANPRO CACAU CARTUCHO 15S,3,3,7896311765270,True,False,15,11,17,,Nutrify,VeganPro Cacau 15 sachês com 30g Nutrify,nt-veganpro-cacau-cartucho-15s,,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,6247266,76573,Veganpro Cappucino 550g Nutrify,0.65,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","Sua proteina vegana à base de proteínas de arroz e ervilha, com adição de chia em pó, VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção. Adicionado de fibras que auxiliam na saúde intestinal, este superalimento é isento de lactose, glúten e tem baixo teor de sódio. VEGANPRO NUTRIFY é também rico em vitamina B12, nutriente importante em dietas vegetarianas e veganas, e não tem adoçantes ou conservantes artificiais em sua fórmula.

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-1.png"" width'""1000"" height'""1414"" /></div>

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-2.png"" width'""1000"" height'""1414"" /></div>",,True,9,5,True,0,79.95,159.9,127.92,159.9,79.95,15/12/2018,03/01/2019,False,True,76573.jpg,76573.jpg,76573.jpg,,,,Nutrify,2106.90.30,7896311765737,,200,,2,,,60,30,48577,,"nutrify,nutrifi,vegan pro nutrify,vegan pro,vegan pro nutrifi,vegan nutrify,vegan nutrifi",3,3,7896311765737,True,False,11,22,11,,Nutrify,Veganpro Cappucino 550g Nutrify,veganpro-cappuccino,,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,5992168,76392,Veganpro Sabor Baunilha Po 550g Nutrify,0.65,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","Sua proteina vegana à base de proteínas de arroz e ervilha, com adição de chia em pó, VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção. Adicionado de fibras que auxiliam na saúde intestinal, este superalimento é isento de lactose, glúten e tem baixo teor de sódio. VEGANPRO NUTRIFY é também rico em vitamina B12, nutriente importante em dietas vegetarianas e veganas, e não tem adoçantes ou conservantes artificiais em sua fórmula.

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-1.png"" width'""1000"" height'""1414"" /></div>

<div align'""center"">
<img src'""http://ergovita.tempsite.ws/images/descricao/vegan-2.png"" width'""1000"" height'""1414"" /></div>",http://loca.integralmedica.com.br/WebTrade/Produtos/FichaTecnica/VEGANPRO%20NUTRIFY.pdf,True,24,5,True,0,92.74,159.2,127.36,159.9,79.95,15/12/2018,03/01/2019,True,True,veganpro_baunilha_nutrify.png,veganpro_baunilha_nutrify.png,veganpro_baunilha_nutrify.png,,,,Nutrify,2106.90.30,7896311763924,,200,,2,,,60,30,48577,,"nutrify,nutrifi,vegan pro nutrify,vegan pro,vegan pro nutrifi,vegan nutrify,vegan nutrifi",3,3,7896311763924,True,False,21,18,21,,Nutrify,Veganpro Sabor Baunilha Po 550g Nutrify,veganpro-baunilha,,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","92857,92858,92859,92860,92861,92862,92863,92865,92851"
A,- Proteinas,5992167,76393,Veganpro Sabor Cacau Po 550g Nutrify,0.65,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","Sua proteina vegana à base de proteínas de arroz e ervilha, com adição de chia em pó, VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção. Adicionado de fibras que auxiliam na saúde intestinal, este superalimento é isento de lactose, glúten e tem baixo teor de sódio. VEGANPRO NUTRIFY é também rico em vitamina B12, nutriente importante em dietas vegetarianas e veganas, e não tem adoçantes ou conservantes artificiais em sua fórmula.",,True,22,5,True,0,92.74,159.2,127.36,159.9,79.95,15/12/2018,03/01/2019,True,True,veganpro_cacau_nutrify_1.png,veganpro_cacau_nutrify_1.png,veganpro_cacau_nutrify_1.png,,,,Nutrify,2106.90.30,7896311763931,,200,,2,,,60,30,48577,,"nutrify,nutrifi,vegan pro nutrify,vegan pro,vegan pro nutrifi,vegan nutrify,vegan nutrifi",3,3,7896311763931,True,False,21,18,21,,Nutrify,Veganpro Sabor Cacau Po 550g Nutrify,veganpro-cacau,,"VEGANPRO NUTRIFY é um suplemento especialmente desenvolvido para fornecer um rico aporte proteico, ofertando 4,5 g de BCAA em cada porção.","92857,92858,92859,92860,92861,92862,92863,92865,92851"
